"country","year","energy_use"
"Bahrain",2003,11573.2625254415
"Bahrain",2002,11345.2100961616
"Bahrain",2001,11212.3978270664
"Bahrain",2000,11199.6086820851
"Bahrain",1999,10899.6825754588
"Bahrain",1998,11322.2366628797
"Bahrain",1997,11104.0400341381
"Bahrain",1996,10160.0158670957
"Bahrain",1995,10492.1100803675
"Bahrain",1994,10704.9998820067
"Bahrain",1993,10413.2931303431
"Bahrain",1992,10224.3115046801
"Bahrain",1991,9624.0953279232
"Bahrain",1990,10116.9383361228
"Bangladesh",2012,218.403519337997
"Bangladesh",2011,210.734260116294
"Bangladesh",2010,205.624589214859
"Bangladesh",2009,192.043948062125
"Bangladesh",2008,184.156438466608
"Bangladesh",2007,177.02009687605
"Bangladesh",2006,171.227835415688
"Bangladesh",2005,161.758867678183
"Bangladesh",2004,158.16304124819
"Bangladesh",2003,157.890086478995
"Bangladesh",2002,152.480017381266
"Bangladesh",2001,151.715322926891
"Bangladesh",2000,141.353608766496
"Bangladesh",1999,139.239039927979
"Bangladesh",1998,140.072931448728
"Bangladesh",1997,136.91054546675
"Bangladesh",1996,133.423030371464
"Bangladesh",1995,134.983406277187
"Bangladesh",1994,126.404789846664
"Bangladesh",1993,123.368844537769
"Bangladesh",1992,119.100032818648
"Bangladesh",1991,114.932508982694
"Bangladesh",1990,118.880944949507
"Belarus",2012,3228.47300408306
"Belarus",2011,3101.43111508223
"Belarus",2010,2902.10543497378
"Belarus",2009,2790.77788052353
"Belarus",2008,2932.1032726227
"Belarus",2007,2917.9070329077
"Belarus",2006,2965.37796655132
"Belarus",2005,2768.82153868282
"Belarus",2004,2752.759002794
"Belarus",2003,2643.68751307194
"Belarus",2002,2550.108823149
"Belarus",2001,2485.56511127658
"Belarus",2000,2462.41105614348
"Belarus",1999,2411.56894694965
"Belarus",1998,2465.43965659922
"Belarus",1997,2505.497392471
"Belarus",1996,2501.45493376737
"Belarus",1995,2427.70966087235
"Belarus",1994,2615.75082710347
"Belarus",1993,3076.68572767981
"Belarus",1992,3620.56542034578
"Belarus",1991,4348.44659384641
"Belarus",1990,4465.22250491396
"Belgium",2012,4845.48829505754
"Belgium",2011,5092.31614681439
"Belgium",2010,5539.47222297176
"Belgium",2009,5196.58198268641
"Belgium",2008,5454.66715929162
"Belgium",2007,5336.96321183546
"Belgium",2006,5470.49182410472
"Belgium",2005,5555.61578402951
"Belgium",2004,5592.98874969209
"Belgium",2003,5590.02597595848
"Belgium",2002,5390.71973335359
"Belgium",2001,5634.21548679492
"Belgium",2000,5669.35817583222
"Belgium",1999,5612.71467558683
"Belgium",1998,5603.16026411035
"Belgium",1997,5523.45916437528
"Belgium",1996,5536.47127489148
"Belgium",1995,5267.67067078591
"Belgium",1994,5186.18662673891
"Belgium",1993,4902.26997439133
"Belgium",1992,5040.67044042513
"Belgium",1991,5006.00470628876
"Belgium",1990,4809.86726801499
"Benin",2012,388.30853923846
"Benin",2011,385.938550622122
"Benin",2010,386.774525154806
"Benin",2009,374.899073471024
"Benin",2008,367.992860021182
"Benin",2007,370.765565792117
"Benin",2006,350.965310746122
"Benin",2005,306.682599090806
"Benin",2004,315.471272981349
"Benin",2003,311.456223672213
"Benin",2002,304.349844445135
"Benin",2001,292.364671803724
"Benin",2000,283.318588692835
"Benin",1999,338.243190153359
"Benin",1998,334.315586307367
"Benin",1997,349.376846125255
"Benin",1996,346.685289481065
"Benin",1995,305.47037787577
"Benin",1994,305.124224388923
"Benin",1993,310.000155971218
"Benin",1992,316.66550013577
"Benin",1991,318.656969918644
"Benin",1990,323.627391413013
"Bolivia",2012,734.282543766392
"Bolivia",2011,649.337558961187
"Bolivia",2010,625.268920805183
"Bolivia",2009,583.805982837871
"Bolivia",2008,570.14735856441
"Bolivia",2007,545.434980319534
"Bolivia",2006,681.280162570972
"Bolivia",2005,553.924930908266
"Bolivia",2004,516.756165910342
"Bolivia",2003,525.181349392727
"Bolivia",2002,514.048798825875
"Bolivia",2001,436.367750412642
"Bolivia",2000,570.849572006606
"Bolivia",1999,519.57210359647
"Bolivia",1998,538.415200421676
"Bolivia",1997,542.429794267832
"Bolivia",1996,506.584188709819
"Bolivia",1995,480.071660023993
"Bolivia",1994,436.003406413697
"Bolivia",1993,403.930073991757
"Bolivia",1992,385.487892963599
"Bolivia",1991,371.458314555733
"Bolivia",1990,367.886080904778
"Bosnia and Herzegovina",2012,1819.09272164456
"Bosnia and Herzegovina",2011,1908.97166070643
"Bosnia and Herzegovina",2010,1700.65005058923
"Bosnia and Herzegovina",2009,1603.37051125008
"Bosnia and Herzegovina",2008,1511.77919922747
"Bosnia and Herzegovina",2007,1323.41569449753
"Bosnia and Herzegovina",2006,1306.04551012472
"Bosnia and Herzegovina",2005,1230.97493904326
"Bosnia and Herzegovina",2004,1160.83044080659
"Bosnia and Herzegovina",2003,1051.44945081657
"Bosnia and Herzegovina",2002,1049.50326433102
"Bosnia and Herzegovina",2001,1001.23816071393
"Bosnia and Herzegovina",2000,1039.92965413282
"Bosnia and Herzegovina",1999,797.939761339596
"Bosnia and Herzegovina",1998,813.789304114473
"Bosnia and Herzegovina",1997,665.653346008694
"Bosnia and Herzegovina",1996,446.60778028078
"Bosnia and Herzegovina",1995,398.394145676061
"Bosnia and Herzegovina",1994,381.429061246621
"Bosnia and Herzegovina",1993,940.014927791942
"Bosnia and Herzegovina",1992,1040.49811377239
"Bosnia and Herzegovina",1991,1402.94945835386
"Bosnia and Herzegovina",1990,1561.44013207812
"Botswana",2012,1078.77173425882
"Botswana",2011,969.651416540575
"Botswana",2010,1029.72896220425
"Botswana",2009,960.346940478683
"Botswana",2008,1050.94902656278
"Botswana",2007,1013.46787481501
"Botswana",2006,1000.09436388373
"Botswana",2005,986.049290815176
"Botswana",2004,972.830182589822
"Botswana",2003,1006.7021993439
"Botswana",2002,1027.81247040604
"Botswana",2001,1030.89226019195
"Botswana",2000,1039.5683807329
"Botswana",1999,1020.98775211964
"Botswana",1998,1010.0966419621
"Botswana",1997,914.900015685267
"Botswana",1996,892.476720249227
"Botswana",1995,937.61021071057
"Botswana",1994,939.927930276733
"Botswana",1993,980.807816930208
"Botswana",1992,1006.48696588641
"Botswana",1991,898.763132123797
"Botswana",1990,908.174888219973
"Brazil",2012,1408.85252774701
"Brazil",2011,1362.56078162648
"Brazil",2010,1354.07546508009
"Brazil",2009,1236.15398320693
"Brazil",2008,1290.16781897111
"Brazil",2007,1234.19870587426
"Brazil",2006,1180.04791975066
"Brazil",2005,1152.75656985554
"Brazil",2004,1137.06927764977
"Brazil",2003,1089.510543868
"Brazil",2002,1084.67590148833
"Brazil",2001,1070.14058731584
"Brazil",2000,1065.77369262446
"Brazil",1999,1076.11239876656
"Brazil",1998,1067.31265898785
"Brazil",1997,1057.72522153162
"Brazil",1996,1021.83833926006
"Brazil",1995,985.196513197833
"Brazil",1994,967.588932153212
"Brazil",1993,933.849784659419
"Brazil",1992,925.894416570949
"Brazil",1991,931.664947625465
"Brazil",1990,930.331453772057
"Brunei Darussalam",2012,9418.90250200426
"Brunei Darussalam",2011,9645.89570267941
"Brunei Darussalam",2010,8181.56660850947
"Brunei Darussalam",2009,7795.84997604474
"Brunei Darussalam",2008,9212.07692787751
"Brunei Darussalam",2007,8520.80010983556
"Brunei Darussalam",2006,8453.46934615137
"Brunei Darussalam",2005,6048.01522700066
"Brunei Darussalam",2004,6371.59082397264
"Brunei Darussalam",2003,7075.18818229321
"Brunei Darussalam",2002,6208.96613452368
"Brunei Darussalam",2001,6479.11946658528
"Brunei Darussalam",2000,7140.82161916113
"Brunei Darussalam",1999,7252.4698435995
"Brunei Darussalam",1998,7266.08610909818
"Brunei Darussalam",1997,7458.46782561499
"Brunei Darussalam",1996,7387.24215861736
"Brunei Darussalam",1995,7512.62968200952
"Brunei Darussalam",1994,6424.02247075548
"Brunei Darussalam",1993,7099.2016521901
"Brunei Darussalam",1992,7568.66943507224
"Brunei Darussalam",1991,7236.05202697695
"Brunei Darussalam",1990,6592.98738584649
"Bulgaria",2012,2513.35238098367
"Bulgaria",2011,2617.12786908804
"Bulgaria",2010,2416.70390728324
"Bulgaria",2009,2351.6550533062
"Bulgaria",2008,2648.86705627088
"Bulgaria",2007,2666.11144523943
"Bulgaria",2006,2691.46043782007
"Bulgaria",2005,2597.89616674405
"Bulgaria",2004,2440.69815961414
"Bulgaria",2003,2490.41667315085
"Bulgaria",2002,2410.96935484674
"Bulgaria",2001,2421.14536113856
"Bulgaria",2000,2277.36796728392
"Bulgaria",1999,2230.66030060565
"Bulgaria",1998,2425.94624591215
"Bulgaria",1997,2504.1226804208
"Bulgaria",1996,2745.71000281484
"Bulgaria",1995,2746.66773414963
"Bulgaria",1994,2519.85914523809
"Bulgaria",1993,2590.01125194501
"Bulgaria",1992,2396.007266371
"Bulgaria",1991,2536.64400505678
"Bulgaria",1990,3237.35265027347
"Cameroon",2012,329.213665740426
"Cameroon",2011,328.344500941446
"Cameroon",2010,350.477280552264
"Cameroon",2009,357.881874857202
"Cameroon",2008,340.585205975306
"Cameroon",2007,347.346183672398
"Cameroon",2006,378.733867479135
"Cameroon",2005,408.363135739727
"Cameroon",2004,417.197465680973
"Cameroon",2003,415.851255502672
"Cameroon",2002,410.667239410651
"Cameroon",2001,412.059688175233
"Cameroon",2000,418.090892188062
"Cameroon",1999,411.637330036595
"Cameroon",1998,419.437247246675
"Cameroon",1997,418.60449268968
"Cameroon",1996,417.985161901108
"Cameroon",1995,419.137977271115
"Cameroon",1994,423.572142030944
"Cameroon",1993,421.238537771128
"Cameroon",1992,419.162584581045
"Cameroon",1991,427.007300819454
"Cameroon",1990,435.750079611426
"Canada",2012,7733.41165473909
"Canada",2011,7911.55458837168
"Canada",2010,7788.56078606815
"Canada",2009,7797.12113645126
"Canada",2008,8194.88077131979
"Canada",2007,8213.38954256017
"Canada",2006,8239.94637098436
"Canada",2005,8422.03430847519
"Canada",2004,8455.5470136727
"Canada",2003,8341.34314379952
"Canada",2002,7993.87938404109
"Canada",2001,8056.3494253004
"Canada",2000,8265.07992477285
"Canada",1999,8107.51515577335
"Canada",1998,7948.39727830446
"Canada",1997,8056.24362752186
"Canada",1996,8053.45485804934
"Canada",1995,7979.89844555264
"Canada",1994,7957.24563262571
"Canada",1993,7770.54644758451
"Canada",1992,7601.68517694524
"Canada",1991,7517.33030357287
"Canada",1990,7630.09230606557
"Chile",2012,2145.52198849818
"Chile",2011,1957.05232685126
"Chile",2010,1814.12209551991
"Chile",2009,1753.80597925071
"Chile",2008,1820.30610519053
"Chile",2007,1856.39734817985
"Chile",2006,1807.42357851367
"Chile",2005,1753.53055035542
"Chile",2004,1717.53829418791
"Chile",2003,1628.92758434394
"Chile",2002,1629.15082972309
"Chile",2001,1590.91909303144
"Chile",2000,1639.40102394514
"Chile",1999,1649.13111862423
"Chile",1998,1570.72669517152
"Chile",1997,1536.13188317143
"Chile",1996,1390.03384287745
"Chile",1995,1272.24946513775
"Chile",1994,1201.16266125027
"Chile",1993,1134.13403516663
"Chile",1992,1123.96874047918
"Chile",1991,1056.26796156451
"Chile",1990,1049.95080517922
"China",2012,2149.60256906343
"China",2011,2085.08302163141
"China",2010,1954.72255616896
"China",2009,1778.43351862146
"China",2008,1672.90411994066
"China",2007,1630.17102857988
"China",2006,1515.1736777471
"China",2005,1393.69132405731
"China",2004,1268.13290434581
"China",2003,1118.43177274138
"China",2002,984.810714620431
"China",2001,928.811433738255
"China",2000,898.987313140273
"China",1999,878.52453551629
"China",1998,869.358607334522
"China",1997,871.756323801394
"China",1996,881.653737423514
"China",1995,866.834374260803
"China",1994,816.162889997357
"China",1993,788.128723566749
"China",1992,752.628662540666
"China",1991,736.851801386885
"China",1990,766.995329395649
"Colombia",2012,689.021202178994
"Colombia",2011,689.747349632133
"Colombia",2010,696.239486034798
"Colombia",2009,692.860191077218
"Colombia",2008,675.96447388154
"Colombia",2007,653.233612387142
"Colombia",2006,665.511745635263
"Colombia",2005,641.475793764895
"Colombia",2004,624.245166689765
"Colombia",2003,626.768088518966
"Colombia",2002,623.028324728921
"Colombia",2001,645.300483522276
"Colombia",2000,658.25391140436
"Colombia",1999,665.812129796546
"Colombia",1998,757.081213587855
"Colombia",1997,735.583763850779
"Colombia",1996,771.764489488631
"Colombia",1995,767.267542562641
"Colombia",1994,768.49620975343
"Colombia",1993,756.887319807591
"Colombia",1992,737.968125732729
"Colombia",1991,735.942589205758
"Colombia",1990,742.992945117407
"Congo, Dem. Rep.",2012,368.365121376176
"Congo, Dem. Rep.",2011,307.031817642687
"Congo, Dem. Rep.",2010,298.95829506587
"Congo, Dem. Rep.",2009,297.860213107679
"Congo, Dem. Rep.",2008,298.568472367845
"Congo, Dem. Rep.",2007,297.30001392284
"Congo, Dem. Rep.",2006,296.233626913123
"Congo, Dem. Rep.",2005,294.666475992581
"Congo, Dem. Rep.",2004,292.669950731367
"Congo, Dem. Rep.",2003,289.966069198041
"Congo, Dem. Rep.",2002,287.893239897409
"Congo, Dem. Rep.",2001,286.862881313355
"Congo, Dem. Rep.",2000,286.051717985959
"Congo, Dem. Rep.",1999,294.16518069509
"Congo, Dem. Rep.",1998,301.465541607064
"Congo, Dem. Rep.",1997,301.307490542967
"Congo, Dem. Rep.",1996,300.824214960596
"Congo, Dem. Rep.",1995,296.534929903441
"Congo, Dem. Rep.",1994,296.628865133768
"Congo, Dem. Rep.",1993,309.981970066126
"Congo, Dem. Rep.",1992,313.798372975356
"Congo, Dem. Rep.",1991,317.587571083838
"Congo, Dem. Rep.",1990,327.845045039337
"Congo, Rep.",2012,542.91777426947
"Congo, Rep.",2011,487.050130273094
"Congo, Rep.",2010,377.854400881141
"Congo, Rep.",2009,361.614711913615
"Congo, Rep.",2008,329.670711233025
"Congo, Rep.",2007,318.463403827134
"Congo, Rep.",2006,372.001270283162
"Congo, Rep.",2005,295.89698867824
"Congo, Rep.",2004,283.509624014821
"Congo, Rep.",2003,276.215429709229
"Congo, Rep.",2002,240.625031895815
"Congo, Rep.",2001,244.53635581686
"Congo, Rep.",2000,226.50453250288
"Congo, Rep.",1999,236.978723813331
"Congo, Rep.",1998,247.239686146442
"Congo, Rep.",1997,252.362317424089
"Congo, Rep.",1996,269.194186597647
"Congo, Rep.",1995,293.406395851088
"Congo, Rep.",1994,264.018327451465
"Congo, Rep.",1993,314.984997116609
"Congo, Rep.",1992,322.124763681109
"Congo, Rep.",1991,335.159774531889
"Congo, Rep.",1990,330.040013666271
"Costa Rica",2012,999.101674980308
"Costa Rica",2011,994.672565335435
"Costa Rica",2010,1005.15874080427
"Costa Rica",2009,999.512834071899
"Costa Rica",2008,1018.64426319342
"Costa Rica",2007,1015.41277188228
"Costa Rica",2006,955.354426459262
"Costa Rica",2005,895.697917948269
"Costa Rica",2004,909.284706546275
"Costa Rica",2003,779.293846884766
"Costa Rica",2002,737.688602620225
"Costa Rica",2001,713.19878358501
"Costa Rica",2000,722.152456540811
"Costa Rica",1999,673.794736801634
"Costa Rica",1998,623.81480606298
"Costa Rica",1997,641.182418347653
"Costa Rica",1996,647.544440536355
"Costa Rica",1995,659.848591714863
"Costa Rica",1994,662.147134891229
"Costa Rica",1993,688.600834211358
"Costa Rica",1992,691.794762035064
"Costa Rica",1991,549.446288742347
"Costa Rica",1990,531.126860324363
"Cote d'Ivoire",2012,573.928140080157
"Cote d'Ivoire",2011,540.338100870782
"Cote d'Ivoire",2010,481.19392944389
"Cote d'Ivoire",2009,453.47799244425
"Cote d'Ivoire",2008,505.43786101563
"Cote d'Ivoire",2007,513.703759770306
"Cote d'Ivoire",2006,487.703784721268
"Cote d'Ivoire",2005,507.0279382706
"Cote d'Ivoire",2004,501.432442110913
"Cote d'Ivoire",2003,364.219570378326
"Cote d'Ivoire",2002,394.695580957071
"Cote d'Ivoire",2001,378.654206426871
"Cote d'Ivoire",2000,404.17073668709
"Cote d'Ivoire",1999,429.7738624758
"Cote d'Ivoire",1998,371.531226137352
"Cote d'Ivoire",1997,385.191490593724
"Cote d'Ivoire",1996,390.872669443262
"Cote d'Ivoire",1995,360.424643071857
"Cote d'Ivoire",1994,374.821705246631
"Cote d'Ivoire",1993,379.135036610363
"Cote d'Ivoire",1992,379.730625064942
"Cote d'Ivoire",1991,361.37778230872
"Cote d'Ivoire",1990,364.812846436853
"Croatia",2012,2020.7523834474
"Croatia",2011,2140.43613287975
"Croatia",2010,2185.44698815741
"Croatia",2009,2207.10302307847
"Croatia",2008,2280.0706776914
"Croatia",2007,2338.44769300478
"Croatia",2006,2248.38007598421
"Croatia",2005,2261.48377838797
"Croatia",2004,2230.90321981136
"Croatia",2003,2232.49343135508
"Croatia",2002,2081.5982803113
"Croatia",2001,2024.54692739535
"Croatia",2000,1876.80577543774
"Croatia",1999,1930.36936380537
"Croatia",1998,1945.43741525793
"Croatia",1997,1881.92735483757
"Croatia",1996,1770.79750551722
"Croatia",1995,1692.15892537494
"Croatia",1994,1629.12272163686
"Croatia",1993,1680.34891270726
"Croatia",1992,1634.5650111084
"Croatia",1991,1742.37228999992
"Croatia",1990,1981.18922385715
"Cuba",2012,1060.42740083595
"Cuba",2011,1027.14849748334
"Cuba",2010,1093.21329761337
"Cuba",2009,1011.56650360692
"Cuba",2008,954.840236102892
"Cuba",2007,899.834754332497
"Cuba",2006,946.02824175912
"Cuba",2005,948.73838198688
"Cuba",2004,1004.6754232005
"Cuba",2003,1030.32024470997
"Cuba",2002,1038.16141931671
"Cuba",2001,1117.22067627023
"Cuba",2000,1146.91218302235
"Cuba",1999,1073.52783092899
"Cuba",1998,1035.24674004994
"Cuba",1997,1107.94345110882
"Cuba",1996,1081.82326584683
"Cuba",1995,994.015944242284
"Cuba",1994,997.867772698728
"Cuba",1993,972.393891522631
"Cuba",1992,1170.35839487347
"Cuba",1991,1344.49484459873
"Cuba",1990,1638.15998976162
"Curacao",2012,13395.3697859134
"Curacao",2011,16064.0518195862
"Curacao",2010,13710.0798235409
"Curacao",2009,15608.4940033916
"Curacao",2008,15326.4875239923
"Curacao",2007,16222.4551563281
"Curacao",2006,14581.1072012688
"Curacao",2005,15178.8272385186
"Curacao",2004,16180.8229998808
"Curacao",2003,15566.6921916344
"Curacao",2002,16662.9929182307
"Curacao",2001,16994.1339201996
"Curacao",2000,15720.1105632751
"Curacao",1999,14680.9249218235
"Curacao",1998,18814.3723351238
"Curacao",1997,16175.1952965514
"Curacao",1996,9222.18500950064
"Curacao",1995,9055.71211045963
"Curacao",1994,8997.11678075088
"Curacao",1993,8854.51042626768
"Curacao",1992,10501.8344543888
"Curacao",1991,10062.5333268699
"Curacao",1990,10030.15130674
"Cyprus",2012,1925.32570839631
"Cyprus",2011,2068.02109186559
"Cyprus",2010,2162.15744906107
"Cyprus",2009,2273.11080187295
"Cyprus",2008,2364.91546059557
"Cyprus",2007,2270.53757753477
"Cyprus",2006,2187.15357984079
"Cyprus",2005,2140.01959381406
"Cyprus",2004,2144.07608247504
"Cyprus",2003,2330.87719298246
"Cyprus",2002,2182.00070454513
"Cyprus",2001,2191.30313112154
"Cyprus",2000,2253.58850160878
"Cyprus",1999,2132.53971661657
"Cyprus",1998,2160.61487328625
"Cyprus",1997,2057.43249642607
"Cyprus",1996,2141.28273363801
"Cyprus",1995,1965.23379614062
"Cyprus",1994,2278.36185703256
"Cyprus",1993,2038.46796434806
"Cyprus",1992,1935.06048016426
"Cyprus",1991,1743.42884961223
"Cyprus",1990,1731.27710843374
"Czechia",2012,4054.08501838826
"Czechia",2011,4077.35605875256
"Czechia",2010,4237.89674072334
"Czechia",2009,4034.7435104926
"Czechia",2008,4330.7126907018
"Czechia",2007,4468.96035160506
"Czechia",2006,4491.51613380532
"Czechia",2005,4400.87811285159
"Czechia",2004,4460.25993073914
"Czechia",2003,4357.57266187417
"Czechia",2002,4163.45010589476
"Czechia",2001,4111.15248167077
"Czechia",2000,3988.03849376645
"Czechia",1999,3782.88920697092
"Czechia",1998,4057.40582743602
"Czechia",1997,4184.88468362834
"Czechia",1996,4152.93825902856
"Czechia",1995,4019.8048793808
"Czechia",1994,3963.3140941282
"Czechia",1993,4089.40851541479
"Czechia",1992,4222.41657551713
"Czechia",1991,4349.23623801459
"Czechia",1990,4796.94145802598
"Denmark",2012,3091.58158027832
"Denmark",2011,3230.18803095984
"Denmark",2010,3510.79684978396
"Denmark",2009,3329.21106734539
"Denmark",2008,3501.51384669601
"Denmark",2007,3622.59683255582
"Denmark",2006,3728.17103871206
"Denmark",2005,3487.63191419322
"Denmark",2004,3597.17296049994
"Denmark",2003,3727.83417869785
"Denmark",2002,3535.09801372079
"Denmark",2001,3583.95572278258
"Denmark",2000,3489.61479626999
"Denmark",1999,3602.67063825597
"Denmark",1998,3772.11027674385
"Denmark",1997,3848.15584359557
"Denmark",1996,4170.25202381726
"Denmark",1995,3706.44018685463
"Denmark",1994,3760.57723705289
"Denmark",1993,3645.51534625338
"Denmark",1992,3561.89036947656
"Denmark",1991,3734.81839816014
"Denmark",1990,3376.78330748527
"Dominican Republic",2012,807.264306369071
"Dominican Republic",2011,774.327105010967
"Dominican Republic",2010,770.282397625554
"Dominican Republic",2009,742.65886171325
"Dominican Republic",2008,766.715517085676
"Dominican Republic",2007,774.397093618242
"Dominican Republic",2006,771.089127210968
"Dominican Republic",2005,754.492639639105
"Dominican Republic",2004,703.357478005119
"Dominican Republic",2003,788.426422321805
"Dominican Republic",2002,844.828160586217
